"place_code","place_name","state","eli_households","total_vouchers","vouchers_per_1000_eli","desert_eli"
"1238262","FL Lakeland Highlands CDP, Florida","FL",350,1,2.85714285714286,"Severe desert"
"1238287","FL Lake Lorraine CDP, Florida","FL",228,42,184.210526315789,"Moderate desert"
"1238350","FL Lake Magdalene CDP, Florida","FL",684,90,131.578947368421,"Moderate desert"
"1238425","FL Lake Mary city, Florida","FL",523,3,5.73613766730402,"Severe desert"
"1238600","FL Lake Park town, Florida","FL",243,96,395.061728395062,"Low availability"
"1238813","FL Lakeside CDP, Florida","FL",314,60,191.082802547771,"Moderate desert"
"1238950","FL Lake Wales city, Florida","FL",603,167,276.948590381426,"Low availability"
"1239062","FL Lakewood Park CDP, Florida","FL",278,21,75.5395683453237,"Severe desert"
"1239067","FL Lakewood Ranch CDP, Florida","FL",1653,118,71.3853599516031,"Severe desert"
"1239081","FL Lake Worth Beach city, Florida","FL",620,384,619.354838709677,"Adequate supply"
"1239200","FL Land O' Lakes CDP, Florida","FL",1241,21,16.9218372280419,"Severe desert"
"1239375","FL Lantana town, Florida","FL",417,35,83.9328537170264,"Severe desert"
"1239425","FL Largo city, Florida","FL",2511,937,373.1581043409,"Low availability"
"1239475","FL Lauderdale-by-the-Sea town, Florida","FL",248,6,24.1935483870968,"Severe desert"
"1239600","FL Laurel CDP, Florida","FL",424,17,40.0943396226415,"Severe desert"
"1239925","FL Lehigh Acres CDP, Florida","FL",2343,881,376.013657703799,"Low availability"
"1240037","FL Lely Resort CDP, Florida","FL",214,29,135.514018691589,"Moderate desert"
"1240387","FL Liberty Triangle CDP, Florida","FL",776,4,5.15463917525773,"Severe desert"
"1240450","FL Lighthouse Point city, Florida","FL",450,5,11.1111111111111,"Severe desert"
"1240985","FL Lochmoor Waterway Estates CDP, Florida","FL",227,13,57.2687224669604,"Severe desert"
"1241025","FL Lockhart CDP, Florida","FL",589,97,164.685908319185,"Moderate desert"
"1241250","FL Longwood city, Florida","FL",340,19,55.8823529411765,"Severe desert"
"1241562","FL Lower Grand Lagoon CDP, Florida","FL",269,2,7.43494423791822,"Severe desert"
"1241775","FL Lutz CDP, Florida","FL",637,22,34.5368916797488,"Severe desert"
"1241825","FL Lynn Haven city, Florida","FL",212,96,452.830188679245,"Low availability"
"1242090","FL McGregor CDP, Florida","FL",282,1,3.54609929078014,"Severe desert"
"1242575","FL Maitland city, Florida","FL",920,75,81.5217391304348,"Severe desert"
"1243000","FL Marathon city, Florida","FL",233,212,909.871244635193,"Adequate supply"
"1243083","FL Marco Island city, Florida","FL",911,2,2.1953896816685,"Severe desert"
"1243125","FL Margate city, Florida","FL",1392,283,203.304597701149,"Moderate desert"
"1243300","FL Marion Oaks CDP, Florida","FL",561,93,165.775401069519,"Moderate desert"
"1243800","FL Meadow Woods CDP, Florida","FL",349,93,266.47564469914,"Low availability"
"1243925","FL Medulla CDP, Florida","FL",243,31,127.572016460905,"Moderate desert"
"1243975","FL Melbourne city, Florida","FL",2047,1494,729.848558866634,"Adequate supply"
"1244000","FL Melbourne Beach town, Florida","FL",261,1,3.83141762452107,"Severe desert"
"1244175","FL Memphis CDP, Florida","FL",318,58,182.389937106918,"Moderate desert"
"1244275","FL Merritt Island CDP, Florida","FL",1240,68,54.8387096774194,"Severe desert"
"1245000","FL Miami city, Florida","FL",12444,12478,1002.73224043716,"Adequate supply"
"1245025","FL Miami Beach city, Florida","FL",4950,2106,425.454545454545,"Low availability"
"1245060","FL Miami Gardens city, Florida","FL",1739,2652,1525.01437607821,"Adequate supply"
"1245100","FL Miami Lakes town, Florida","FL",612,80,130.718954248366,"Moderate desert"
"1245175","FL Miami Shores village, Florida","FL",408,11,26.9607843137255,"Severe desert"
"1245200","FL Miami Springs city, Florida","FL",805,72,89.4409937888199,"Severe desert"
"1245465","FL Midway CDP, Florida","FL",584,9,15.4109589041096,"Severe desert"
"1245750","FL Milton city, Florida","FL",271,98,361.623616236162,"Low availability"
"1245900","FL Minneola city, Florida","FL",399,6,15.0375939849624,"Severe desert"
"1245975","FL Miramar city, Florida","FL",3101,670,216.059335698162,"Moderate desert"
"1247050","FL Mount Dora city, Florida","FL",879,118,134.24345847554,"Moderate desert"
"1247550","FL Myrtle Grove CDP, Florida","FL",598,228,381.270903010033,"Low availability"
"1247625","FL Naples city, Florida","FL",1366,323,236.456808199122,"Moderate desert"
"1247700","FL Naranja CDP, Florida","FL",421,502,1192.39904988124,"Adequate supply"
"1248050","FL Navarre CDP, Florida","FL",916,11,12.0087336244541,"Severe desert"
"1248200","FL Newberry city, Florida","FL",300,2,6.66666666666667,"Severe desert"
"1248625","FL New Smyrna Beach city, Florida","FL",1172,154,131.399317406143,"Moderate desert"
"1248750","FL Niceville city, Florida","FL",546,19,34.7985347985348,"Severe desert"
"1248850","FL Nocatee CDP, Florida","FL",642,28,43.613707165109,"Severe desert"
"1249225","FL North Bay Village city, Florida","FL",332,23,69.2771084337349,"Severe desert"
"1249260","FL Northdale CDP, Florida","FL",646,23,35.6037151702786,"Severe desert"
"1249350","FL North Fort Myers CDP, Florida","FL",1834,297,161.941112322792,"Moderate desert"
"1249425","FL North Lauderdale city, Florida","FL",875,602,688,"Adequate supply"
"1249435","FL North Merritt Island CDP, Florida","FL",288,2,6.94444444444444,"Severe desert"
"1249450","FL North Miami city, Florida","FL",937,909,970.117395944504,"Adequate supply"
"1249475","FL North Miami Beach city, Florida","FL",692,490,708.092485549133,"Adequate supply"
"1249600","FL North Palm Beach village, Florida","FL",499,5,10.0200400801603,"Severe desert"
"1249675","FL North Port city, Florida","FL",1319,238,180.439727065959,"Moderate desert"
"1250575","FL Oakland Park city, Florida","FL",1283,219,170.693686671863,"Moderate desert"
"1250630","FL Oakleaf Plantation CDP, Florida","FL",1073,28,26.0950605778192,"Severe desert"
"1250638","FL Oak Ridge CDP, Florida","FL",390,150,384.615384615385,"Low availability"
"1250750","FL Ocala city, Florida","FL",1749,1465,837.621497998856,"Adequate supply"
"1251075","FL Ocoee city, Florida","FL",1070,26,24.2990654205607,"Severe desert"
"1251125","FL Ojus CDP, Florida","FL",316,64,202.53164556962,"Moderate desert"
"1251350","FL Oldsmar city, Florida","FL",202,72,356.435643564356,"Low availability"
"1251475","FL Olympia Heights CDP, Florida","FL",509,9,17.6817288801572,"Severe desert"
"1251825","FL Orange City city, Florida","FL",435,208,478.16091954023,"Low availability"
"1253000","FL Orlando city, Florida","FL",12050,3641,302.157676348548,"Low availability"
"1253100","FL Orlovista CDP, Florida","FL",212,40,188.679245283019,"Moderate desert"
"1253150","FL Ormond Beach city, Florida","FL",1440,168,116.666666666667,"Moderate desert"
"1253200","FL Ormond-by-the-Sea CDP, Florida","FL",350,4,11.4285714285714,"Severe desert"
"1253425","FL Osprey CDP, Florida","FL",208,2,9.61538461538462,"Severe desert"
"1253575","FL Oviedo city, Florida","FL",853,69,80.8909730363423,"Severe desert"
"1253725","FL Pace CDP, Florida","FL",589,69,117.147707979626,"Moderate desert"
"1254000","FL Palm Bay city, Florida","FL",2569,630,245.231607629428,"Moderate desert"
"1254075","FL Palm Beach Gardens city, Florida","FL",2579,205,79.4881737107406,"Severe desert"
"1254175","FL Palm City CDP, Florida","FL",1034,2,1.93423597678917,"Severe desert"
"1254200","FL Palm Coast city, Florida","FL",2346,231,98.4654731457801,"Severe desert"
"1254238","FL Palmer Ranch CDP, Florida","FL",728,13,17.8571428571429,"Severe desert"
"1254250","FL Palmetto city, Florida","FL",246,161,654.471544715447,"Adequate supply"
"1254275","FL Palmetto Bay village, Florida","FL",906,68,75.0551876379691,"Severe desert"
"1254350","FL Palm Harbor CDP, Florida","FL",2210,58,26.2443438914027,"Severe desert"
"1254387","FL Palm River-Clair Mel CDP, Florida","FL",400,220,550,"Adequate supply"
"1254450","FL Palm Springs village, Florida","FL",424,159,375,"Low availability"
"1254700","FL Panama City city, Florida","FL",926,1136,1226.7818574514,"Adequate supply"
"1254725","FL Panama City Beach city, Florida","FL",422,51,120.85308056872,"Moderate desert"
"1255125","FL Parkland city, Florida","FL",1134,10,8.81834215167548,"Severe desert"
"1255750","FL Pembroke Park town, Florida","FL",321,35,109.034267912773,"Moderate desert"
"1255775","FL Pembroke Pines city, Florida","FL",7556,988,130.757014293277,"Moderate desert"
"1255925","FL Pensacola city, Florida","FL",2403,859,357.469829379942,"Low availability"
"1256625","FL Pinecrest village, Florida","FL",865,6,6.9364161849711,"Severe desert"
"1256825","FL Pine Hills CDP, Florida","FL",1446,461,318.81051175657,"Low availability"
"1256975","FL Pinellas Park city, Florida","FL",1680,737,438.690476190476,"Low availability"
"1257058","FL Pine Ridge CDP, Florida","FL",257,28,108.949416342412,"Moderate desert"
"1257425","FL Plantation city, Florida","FL",3464,422,121.824480369515,"Moderate desert"
"1257550","FL Plant City city, Florida","FL",643,209,325.038880248834,"Low availability"
"1257900","FL Poinciana CDP, Florida","FL",1012,200,197.628458498024,"Moderate desert"
"1258050","FL Pompano Beach city, Florida","FL",3231,1089,337.047353760446,"Low availability"
"1258350","FL Port Charlotte CDP, Florida","FL",1256,211,167.993630573248,"Moderate desert"
"1258575","FL Port Orange city, Florida","FL",2100,345,164.285714285714,"Moderate desert"
"1258700","FL Port St. John CDP, Florida","FL",723,28,38.7275242047026,"Severe desert"
"1258715","FL Port St. Lucie city, Florida","FL",4262,276,64.7583294228062,"Severe desert"
"1258975","FL Princeton CDP, Florida","FL",563,528,937.833037300178,"Adequate supply"
"1259050","FL Progress Village CDP, Florida","FL",411,67,163.01703163017,"Moderate desert"
"1259200","FL Punta Gorda city, Florida","FL",760,106,139.473684210526,"Moderate desert"
"1260225","FL Richmond Heights CDP, Florida","FL",210,96,457.142857142857,"Low availability"
"1260230","FL Richmond West CDP, Florida","FL",535,49,91.588785046729,"Severe desert"
"1260475","FL Ridge Wood Heights CDP, Florida","FL",221,11,49.7737556561086,"Severe desert"
"1260950","FL Riverview CDP, Florida","FL",3487,810,232.291367938056,"Moderate desert"
"1260975","FL Riviera Beach city, Florida","FL",1293,1180,912.606341840681,"Adequate supply"
"1261500","FL Rockledge city, Florida","FL",590,258,437.28813559322,"Low availability"
"1261937","FL Rotonda CDP, Florida","FL",442,118,266.968325791855,"Low availability"
"1262100","FL Royal Palm Beach village, Florida","FL",968,164,169.421487603306,"Moderate desert"
"1262275","FL Ruskin CDP, Florida","FL",421,40,95.0118764845606,"Severe desert"
"1262425","FL Safety Harbor city, Florida","FL",714,13,18.2072829131653,"Severe desert"
"1262500","FL St. Augustine city, Florida","FL",530,99,186.792452830189,"Moderate desert"
"1262525","FL St. Augustine Beach city, Florida","FL",240,1,4.16666666666667,"Severe desert"
"1262625","FL St. Cloud city, Florida","FL",1166,32,27.4442538593482,"Severe desert"
"1262885","FL St. Pete Beach city, Florida","FL",492,11,22.3577235772358,"Severe desert"
"1263000","FL St. Petersburg city, Florida","FL",10060,5380,534.791252485089,"Adequate supply"
"1263425","FL San Carlos Park CDP, Florida","FL",353,2,5.6657223796034,"Severe desert"
"1263650","FL Sanford city, Florida","FL",1261,721,571.768437747819,"Adequate supply"
"1263700","FL Sanibel city, Florida","FL",430,1,2.32558139534884,"Severe desert"
"1264175","FL Sarasota city, Florida","FL",2163,1288,595.46925566343,"Adequate supply"
"1264325","FL Sarasota Springs CDP, Florida","FL",245,35,142.857142857143,"Moderate desert"
"1264400","FL Satellite Beach city, Florida","FL",275,1,3.63636363636364,"Severe desert"
"1264825","FL Sebastian city, Florida","FL",785,55,70.0636942675159,"Severe desert"
"1264975","FL Seminole city, Florida","FL",818,152,185.819070904645,"Moderate desert"
"1266000","FL Siesta Key CDP, Florida","FL",425,1,2.35294117647059,"Severe desert"
"1266175","FL Silver Springs Shores CDP, Florida","FL",812,101,124.384236453202,"Moderate desert"
"1267270","FL Southchase CDP, Florida","FL",424,39,91.9811320754717,"Severe desert"
"1267325","FL South Daytona city, Florida","FL",432,115,266.203703703704,"Low availability"
"1267550","FL South Miami city, Florida","FL",737,244,331.071913161465,"Low availability"
"1267575","FL South Miami Heights CDP, Florida","FL",639,904,1414.71048513302,"Adequate supply"
"1267675","FL South Pasadena city, Florida","FL",287,198,689.895470383275,"Adequate supply"
"1267725","FL South Patrick Shores CDP, Florida","FL",202,1,4.95049504950495,"Severe desert"
"1267887","FL South Sarasota CDP, Florida","FL",205,7,34.1463414634146,"Severe desert"
"1268100","FL South Venice CDP, Florida","FL",572,5,8.74125874125874,"Severe desert"
"1268350","FL Spring Hill CDP, Florida","FL",2148,285,132.68156424581,"Moderate desert"
"1268875","FL Stuart city, Florida","FL",587,45,76.6609880749574,"Severe desert"
"1268950","FL Sugarmill Woods CDP, Florida","FL",511,3,5.87084148727984,"Severe desert"
"1269250","FL Sun City Center CDP, Florida","FL",1348,42,31.1572700296736,"Severe desert"
"1269555","FL Sunny Isles Beach city, Florida","FL",1165,241,206.8669527897,"Moderate desert"
"1269700","FL Sunrise city, Florida","FL",3428,969,282.67211201867,"Low availability"
"1269812","FL Sunset CDP, Florida","FL",688,25,36.3372093023256,"Severe desert"
"1270075","FL Surfside town, Florida","FL",329,3,9.11854103343465,"Severe desert"
"1270345","FL Sweetwater city, Florida","FL",531,285,536.723163841808,"Adequate supply"
"1270600","FL Tallahassee city, Florida","FL",7851,3418,435.358553050567,"Low availability"
"1270675","FL Tamarac city, Florida","FL",1382,308,222.865412445731,"Moderate desert"
"1270700","FL Tamiami CDP, Florida","FL",1768,106,59.9547511312217,"Severe desert"
"1271000","FL Tampa city, Florida","FL",17915,8624,481.384314819983,"Low availability"
"1271150","FL Tarpon Springs city, Florida","FL",1299,523,402.61739799846,"Low availability"
