"place_code","place_name","state","households","total_vouchers","vouchers_per_1000","desert"
"0600562","CA Alameda city, California","CA",29810,1990,66.7561221066756,"Adequate supply"
"0600884","CA Alhambra city, California","CA",30092,662,21.9992024458328,"Moderate desert"
"0600947","CA Aliso Viejo city, California","CA",19421,177,9.11384583698059,"Severe desert"
"0601290","CA Altadena CDP, California","CA",15018,238,15.8476494872819,"Moderate desert"
"0602000","CA Anaheim city, California","CA",105819,6262,59.1765183946172,"Adequate supply"
"0602210","CA Antelope CDP, California","CA",15357,385,25.0700006511688,"Low availability"
"0602252","CA Antioch city, California","CA",37042,2690,72.6202688839696,"Adequate supply"
"0602364","CA Apple Valley town, California","CA",24747,318,12.8500424293854,"Moderate desert"
"0602462","CA Arcadia city, California","CA",19291,210,10.8859053444611,"Moderate desert"
"0602553","CA Arden-Arcade CDP, California","CA",38664,1313,33.9592385681771,"Low availability"
"0603064","CA Atascadero city, California","CA",11510,306,26.5855777584709,"Low availability"
"0603162","CA Atwater city, California","CA",10296,251,24.3783993783994,"Moderate desert"
"0603386","CA Azusa city, California","CA",14638,538,36.753654870884,"Low availability"
"0603526","CA Bakersfield city, California","CA",127626,2845,22.2916960493943,"Moderate desert"
"0603666","CA Baldwin Park city, California","CA",18163,516,28.4094037328635,"Low availability"
"0603820","CA Banning city, California","CA",11494,191,16.6173655820428,"Moderate desert"
"0604758","CA Beaumont city, California","CA",17065,238,13.9466744799297,"Moderate desert"
"0604982","CA Bellflower city, California","CA",23669,775,32.7432506654274,"Low availability"
"0605108","CA Belmont city, California","CA",10528,196,18.6170212765957,"Moderate desert"
"0605290","CA Benicia city, California","CA",10916,376,34.4448515939905,"Low availability"
"0606000","CA Berkeley city, California","CA",46762,2755,58.9153586245242,"Adequate supply"
"0606308","CA Beverly Hills city, California","CA",14263,155,10.867278973568,"Moderate desert"
"0608100","CA Brea city, California","CA",16566,178,10.7448991911143,"Moderate desert"
"0608142","CA Brentwood city, California","CA",20918,364,17.4012811932307,"Moderate desert"
"0608786","CA Buena Park city, California","CA",24199,701,28.9681391793049,"Low availability"
"0608954","CA Burbank city, California","CA",43066,1478,34.319416709237,"Low availability"
"0609066","CA Burlingame city, California","CA",12347,152,12.310682756945,"Moderate desert"
"0610046","CA Camarillo city, California","CA",26068,646,24.7813411078717,"Moderate desert"
"0610345","CA Campbell city, California","CA",16628,786,47.2696656242483,"Low availability"
"0611194","CA Carlsbad city, California","CA",43981,758,17.2347149905641,"Moderate desert"
"0611390","CA Carmichael CDP, California","CA",31477,692,21.9843060012072,"Moderate desert"
"0611530","CA Carson city, California","CA",26406,441,16.7007498295842,"Moderate desert"
"0611964","CA Castro Valley CDP, California","CA",22242,343,15.421275065192,"Moderate desert"
"0612048","CA Cathedral City city, California","CA",19157,525,27.4051260635799,"Low availability"
"0612524","CA Ceres city, California","CA",13757,487,35.4001599185869,"Low availability"
"0612552","CA Cerritos city, California","CA",15763,20,1.26879401129227,"Severe desert"
"0613014","CA Chico city, California","CA",41934,1771,42.2330328611628,"Low availability"
"0613210","CA Chino city, California","CA",26866,510,18.9831013176506,"Moderate desert"
"0613214","CA Chino Hills city, California","CA",25485,47,1.84422209142633,"Severe desert"
"0613392","CA Chula Vista city, California","CA",85193,3894,45.7079807026399,"Low availability"
"0613588","CA Citrus Heights city, California","CA",33672,412,12.2356854359705,"Moderate desert"
"0613756","CA Claremont city, California","CA",12185,263,21.5839146491588,"Moderate desert"
"0614218","CA Clovis city, California","CA",41080,1041,25.3407984420643,"Low availability"
"0614260","CA Coachella city, California","CA",12352,347,28.0926165803109,"Low availability"
"0614890","CA Colton city, California","CA",17191,575,33.4477342795649,"Low availability"
"0615044","CA Compton city, California","CA",24227,1327,54.7735997028109,"Adequate supply"
"0616000","CA Concord city, California","CA",45635,1412,30.9411635805851,"Low availability"
"0616350","CA Corona city, California","CA",48083,663,13.7886571137408,"Moderate desert"
"0616532","CA Costa Mesa city, California","CA",41628,739,17.7524742961468,"Moderate desert"
"0616742","CA Covina city, California","CA",16397,487,29.7005549795694,"Low availability"
"0617568","CA Culver City city, California","CA",17740,554,31.2288613303269,"Low availability"
"0617610","CA Cupertino city, California","CA",21137,178,8.42125183327814,"Severe desert"
"0617750","CA Cypress city, California","CA",15988,212,13.259944958719,"Moderate desert"
"0617918","CA Daly City city, California","CA",32225,743,23.0566330488751,"Moderate desert"
"0617946","CA Dana Point city, California","CA",13952,39,2.79529816513761,"Severe desert"
"0617988","CA Danville town, California","CA",15537,18,1.15852481173972,"Severe desert"
"0618100","CA Davis city, California","CA",25941,680,26.2133302494121,"Low availability"
"0618394","CA Delano city, California","CA",11872,368,30.9973045822102,"Low availability"
"0618996","CA Desert Hot Springs city, California","CA",11432,358,31.3156053184045,"Low availability"
"0619192","CA Diamond Bar city, California","CA",18238,92,5.04441276455752,"Severe desert"
"0619766","CA Downey city, California","CA",34727,527,15.1755118495695,"Moderate desert"
"0620018","CA Dublin city, California","CA",23811,474,19.9067657805216,"Moderate desert"
"0620574","CA Eastern Goleta Valley CDP, California","CA",10342,198,19.1452330303616,"Moderate desert"
"0620802","CA East Los Angeles CDP, California","CA",30604,1177,38.459024964057,"Low availability"
"0621230","CA Eastvale city, California","CA",17824,2,0.112208258527828,"Severe desert"
"0621712","CA El Cajon city, California","CA",33986,3443,101.306420290708,"Adequate supply"
"0621782","CA El Centro city, California","CA",12832,1142,88.9962593516209,"Adequate supply"
"0621796","CA El Cerrito city, California","CA",10696,214,20.0074794315632,"Moderate desert"
"0621880","CA El Dorado Hills CDP, California","CA",17791,103,5.78944410094992,"Severe desert"
"0622020","CA Elk Grove city, California","CA",54707,952,17.401795017091,"Moderate desert"
"0622230","CA El Monte city, California","CA",29540,1109,37.5423155044008,"Low availability"
"0622300","CA El Paso de Robles (Paso Robles) city, California","CA",11676,501,42.9085303186023,"Low availability"
"0622678","CA Encinitas city, California","CA",24088,170,7.05745599468615,"Severe desert"
"0622804","CA Escondido city, California","CA",50658,972,19.187492597418,"Moderate desert"
"0623042","CA Eureka city, California","CA",10735,831,77.4103400093153,"Adequate supply"
"0623182","CA Fairfield city, California","CA",37955,1199,31.5900408378343,"Low availability"
"0623294","CA Fair Oaks CDP, California","CA",12946,181,13.9811524795304,"Moderate desert"
"0624477","CA Florence-Graham CDP, California","CA",14492,656,45.2663538504002,"Low availability"
"0624498","CA Florin CDP, California","CA",15249,1064,69.7750672175224,"Adequate supply"
"0624638","CA Folsom city, California","CA",29234,372,12.7249093521242,"Moderate desert"
"0624680","CA Fontana city, California","CA",57111,1104,19.3307769081263,"Moderate desert"
"0624722","CA Foothill Farms CDP, California","CA",12494,394,31.5351368656955,"Low availability"
"0625338","CA Foster City city, California","CA",12865,155,12.0481927710843,"Moderate desert"
"0625380","CA Fountain Valley city, California","CA",18840,609,32.3248407643312,"Low availability"
"0626000","CA Fremont city, California","CA",77019,1502,19.5016814032901,"Moderate desert"
"0626067","CA French Valley CDP, California","CA",11155,7,0.627521290900941,"Severe desert"
"0627000","CA Fresno city, California","CA",179684,13365,74.3805792391087,"Adequate supply"
"0628000","CA Fullerton city, California","CA",47484,744,15.6684356835987,"Moderate desert"
"0628168","CA Gardena city, California","CA",20893,731,34.9877949552482,"Low availability"
"0629000","CA Garden Grove city, California","CA",48650,2848,58.5405960945529,"Adequate supply"
"0629504","CA Gilroy city, California","CA",16916,1166,68.9288247812722,"Adequate supply"
"0630000","CA Glendale city, California","CA",73179,2043,27.917845283483,"Low availability"
"0630014","CA Glendora city, California","CA",16603,159,9.57658254532313,"Severe desert"
"0630378","CA Goleta city, California","CA",12135,460,37.9068809229501,"Low availability"
"0631596","CA Hacienda Heights CDP, California","CA",16498,130,7.87974299915141,"Severe desert"
"0631960","CA Hanford city, California","CA",19016,558,29.3437105595288,"Low availability"
"0632548","CA Hawthorne city, California","CA",29849,871,29.180207042112,"Low availability"
"0633000","CA Hayward city, California","CA",49470,2034,41.1158277744087,"Low availability"
"0633182","CA Hemet city, California","CA",32102,1524,47.4736776524827,"Low availability"
"0633434","CA Hesperia city, California","CA",29215,286,9.78949169946945,"Severe desert"
"0633588","CA Highland city, California","CA",16401,383,23.3522346198403,"Moderate desert"
"0634120","CA Hollister city, California","CA",12424,370,29.7810688989053,"Low availability"
"0636000","CA Huntington Beach city, California","CA",77549,1548,19.9615726830778,"Moderate desert"
"0636056","CA Huntington Park city, California","CA",14690,634,43.1586113002042,"Low availability"
"0636448","CA Indio city, California","CA",31027,887,28.5880039965192,"Low availability"
"0636546","CA Inglewood city, California","CA",35979,1919,53.336668612246,"Adequate supply"
"0636770","CA Irvine city, California","CA",111979,2451,21.8880325775369,"Moderate desert"
"0637692","CA Jurupa Valley city, California","CA",27132,447,16.4750110570544,"Moderate desert"
"0639178","CA Laguna Beach city, California","CA",10830,91,8.40258541089566,"Severe desert"
"0639220","CA Laguna Hills city, California","CA",11490,140,12.1845082680592,"Moderate desert"
"0639248","CA Laguna Niguel city, California","CA",25486,290,11.3787962018363,"Moderate desert"
"0639259","CA Laguna Woods city, California","CA",11797,94,7.96812749003984,"Severe desert"
"0639290","CA La Habra city, California","CA",20488,327,15.9605622803592,"Moderate desert"
"0639486","CA Lake Elsinore city, California","CA",20416,264,12.9310344827586,"Moderate desert"
"0639496","CA Lake Forest city, California","CA",30246,231,7.63737353699663,"Severe desert"
"0639892","CA Lakewood city, California","CA",26118,271,10.3759859101003,"Moderate desert"
"0640004","CA La Mesa city, California","CA",25178,951,37.7710699817301,"Low availability"
"0640032","CA La Mirada city, California","CA",15002,197,13.1315824556726,"Moderate desert"
"0640130","CA Lancaster city, California","CA",52183,5298,101.527317325566,"Adequate supply"
"0640326","CA La Presa CDP, California","CA",11155,323,28.9556252801434,"Low availability"
"0640354","CA La Quinta city, California","CA",15733,132,8.39000826288692,"Severe desert"
"0640830","CA La Verne city, California","CA",11530,233,20.2081526452732,"Moderate desert"
"0641474","CA Lincoln city, California","CA",19481,116,5.95451978851188,"Severe desert"
"0641992","CA Livermore city, California","CA",30835,1044,33.8576293173342,"Low availability"
"0642202","CA Lodi city, California","CA",23002,206,8.9557429788714,"Severe desert"
"0642524","CA Lompoc city, California","CA",13853,1298,93.6981159315672,"Adequate supply"
"0643000","CA Long Beach city, California","CA",171309,9840,57.4400644449504,"Adequate supply"
"0643280","CA Los Altos city, California","CA",10756,5,0.464856824098178,"Severe desert"
"0644000","CA Los Angeles city, California","CA",1419663,75072,52.8801553608145,"Adequate supply"
"0644028","CA Los Banos city, California","CA",13388,170,12.6979384523454,"Moderate desert"
"0644112","CA Los Gatos town, California","CA",12766,165,12.9249569168103,"Moderate desert"
"0644574","CA Lynwood city, California","CA",15210,431,28.336620644313,"Low availability"
"0645022","CA Madera city, California","CA",17456,642,36.7781851512374,"Low availability"
"0645400","CA Manhattan Beach city, California","CA",13323,5,0.375290850409067,"Severe desert"
"0645484","CA Manteca city, California","CA",26926,335,12.4415063507391,"Moderate desert"
"0646114","CA Martinez city, California","CA",14673,333,22.6947454508281,"Moderate desert"
"0646842","CA Menifee city, California","CA",35034,234,6.67922589484501,"Severe desert"
"0646870","CA Menlo Park city, California","CA",11624,427,36.7343427391604,"Low availability"
"0646898","CA Merced city, California","CA",27482,2441,88.8217742522378,"Adequate supply"
"0647766","CA Milpitas city, California","CA",24713,914,36.9845830129891,"Low availability"
"0648256","CA Mission Viejo city, California","CA",32917,293,8.90117568429687,"Severe desert"
"0648354","CA Modesto city, California","CA",72418,3230,44.6021707310337,"Low availability"
"0648648","CA Monrovia city, California","CA",14019,267,19.0455809972181,"Moderate desert"
"0648788","CA Montclair city, California","CA",10371,239,23.0450294089287,"Moderate desert"
"0648816","CA Montebello city, California","CA",19631,993,50.5832611685599,"Adequate supply"
"0648872","CA Monterey city, California","CA",12420,505,40.6602254428341,"Low availability"
"0648914","CA Monterey Park city, California","CA",20737,654,31.5378309302213,"Low availability"
"0649138","CA Moorpark city, California","CA",11157,140,12.5481760329838,"Moderate desert"
"0649270","CA Moreno Valley city, California","CA",54808,1189,21.6939132973289,"Moderate desert"
"0649278","CA Morgan Hill city, California","CA",14511,428,29.4948659637516,"Low availability"
"0649670","CA Mountain View city, California","CA",34933,751,21.4982967394727,"Moderate desert"
"0650076","CA Murrieta city, California","CA",35452,214,6.0363308134943,"Severe desert"
"0650258","CA Napa city, California","CA",30084,1486,49.3950272570137,"Low availability"
"0650398","CA National City city, California","CA",17706,1818,102.677058624195,"Adequate supply"
"0650916","CA Newark city, California","CA",15184,424,27.9241306638567,"Low availability"
"0651182","CA Newport Beach city, California","CA",38103,270,7.08605621604598,"Severe desert"
"0651924","CA North Highlands CDP, California","CA",15938,653,40.9712636466307,"Low availability"
"0652526","CA Norwalk city, California","CA",26801,950,35.4464385657252,"Low availability"
"0652582","CA Novato city, California","CA",20431,812,39.7435269932945,"Low availability"
"0653000","CA Oakland city, California","CA",173179,17950,103.649980655853,"Adequate supply"
"0653070","CA Oakley city, California","CA",13448,377,28.0339083878644,"Low availability"
"0653322","CA Oceanside city, California","CA",61417,1800,29.3078463617565,"Low availability"
"0653448","CA Oildale CDP, California","CA",12854,466,36.2533063637778,"Low availability"
"0653896","CA Ontario city, California","CA",52664,1096,20.8111803129272,"Moderate desert"
"0653980","CA Orange city, California","CA",44867,1089,24.2717364655537,"Moderate desert"
"0654092","CA Orangevale CDP, California","CA",13392,42,3.13620071684588,"Severe desert"
"0654120","CA Orcutt CDP, California","CA",11145,270,24.2261103633917,"Moderate desert"
"0654652","CA Oxnard city, California","CA",51798,2052,39.6154291671493,"Low availability"
"0654806","CA Pacifica city, California","CA",13969,421,30.1381630753812,"Low availability"
"0655156","CA Palmdale city, California","CA",46502,2800,60.2124639800439,"Adequate supply"
"0655184","CA Palm Desert city, California","CA",24145,127,5.25988817560572,"Severe desert"
"0655254","CA Palm Springs city, California","CA",24297,653,26.8757459768696,"Low availability"
"0655282","CA Palo Alto city, California","CA",26054,945,36.2708221386351,"Low availability"
"0655618","CA Paramount city, California","CA",14348,503,35.0571508224143,"Low availability"
"0656000","CA Pasadena city, California","CA",57131,2759,48.2925206980448,"Low availability"
"0656700","CA Perris city, California","CA",19386,454,23.4189621376251,"Moderate desert"
"0656784","CA Petaluma city, California","CA",24155,721,29.8488925688263,"Low availability"
"0656924","CA Pico Rivera city, California","CA",16804,597,35.5272554153773,"Low availability"
"0657456","CA Pittsburg city, California","CA",23503,1453,61.8218950772242,"Adequate supply"
"0657526","CA Placentia city, California","CA",16979,380,22.3805877849108,"Moderate desert"
"0657764","CA Pleasant Hill city, California","CA",13552,324,23.9079102715466,"Moderate desert"
"0657792","CA Pleasanton city, California","CA",27613,370,13.3994857494658,"Moderate desert"
"0658072","CA Pomona city, California","CA",41827,1255,30.0045425203816,"Low availability"
"0658240","CA Porterville city, California","CA",19247,609,31.6412947472333,"Low availability"
"0658520","CA Poway city, California","CA",16403,236,14.3876120221911,"Moderate desert"
"0659444","CA Rancho Cordova city, California","CA",27715,778,28.0714414576944,"Low availability"
"0659451","CA Rancho Cucamonga city, California","CA",57945,1342,23.1598930019846,"Moderate desert"
"0659514","CA Rancho Palos Verdes city, California","CA",15279,5,0.327246547548923,"Severe desert"
"0659587","CA Rancho Santa Margarita city, California","CA",17042,155,9.09517662246215,"Severe desert"
"0659920","CA Redding city, California","CA",36774,1931,52.5099254908359,"Adequate supply"
"0659962","CA Redlands city, California","CA",25400,743,29.251968503937,"Low availability"
"0660018","CA Redondo Beach city, California","CA",28547,740,25.9221634497495,"Low availability"
"0660102","CA Redwood City city, California","CA",30225,1009,33.3829611248966,"Low availability"
"0660466","CA Rialto city, California","CA",26856,513,19.1018766756032,"Moderate desert"
"0660620","CA Richmond city, California","CA",40466,2946,72.8018583502199,"Adequate supply"
"0660704","CA Ridgecrest city, California","CA",10948,64,5.84581658750457,"Severe desert"
"0662000","CA Riverside city, California","CA",92368,2490,26.9573878399446,"Low availability"
"0662364","CA Rocklin city, California","CA",25517,345,13.5203981659286,"Moderate desert"
"0662546","CA Rohnert Park city, California","CA",16823,797,47.3756167152113,"Low availability"
"0662896","CA Rosemead city, California","CA",14273,301,21.0887690044139,"Moderate desert"
"0662938","CA Roseville city, California","CA",57921,734,12.672433141693,"Moderate desert"
"0663218","CA Rowland Heights CDP, California","CA",15011,227,15.1222436879622,"Moderate desert"
"0664000","CA Sacramento city, California","CA",199401,9483,47.5574345163765,"Low availability"
"0664224","CA Salinas city, California","CA",43624,3134,71.8411883366954,"Adequate supply"
"0665000","CA San Bernardino city, California","CA",63133,3375,53.4585715869672,"Adequate supply"
"0665028","CA San Bruno city, California","CA",15463,356,23.0226993468279,"Moderate desert"
"0665042","CA San Buenaventura (Ventura) city, California","CA",42119,2060,48.9090434245827,"Low availability"
"0665070","CA San Carlos city, California","CA",11052,73,6.60513934129569,"Severe desert"
"0665084","CA San Clemente city, California","CA",24093,217,9.0067654505458,"Severe desert"
"0666000","CA San Diego city, California","CA",522146,21256,40.7089204935018,"Low availability"
"0666070","CA San Dimas city, California","CA",12236,192,15.6914024190912,"Moderate desert"
"0667000","CA San Francisco city, California","CA",362650,23926,65.9754584309941,"Adequate supply"
"0667042","CA San Gabriel city, California","CA",12614,201,15.9346757570953,"Moderate desert"
"0667112","CA San Jacinto city, California","CA",14915,275,18.4378142809252,"Moderate desert"
"0668000","CA San Jose city, California","CA",326767,16641,50.926195117622,"Adequate supply"
"0668028","CA San Juan Capistrano city, California","CA",12095,73,6.03555188094254,"Severe desert"
"0668084","CA San Leandro city, California","CA",30903,1117,36.1453580558522,"Low availability"
"0668154","CA San Luis Obispo city, California","CA",20005,915,45.7385653586603,"Low availability"
"0668196","CA San Marcos city, California","CA",30880,284,9.19689119170985,"Severe desert"
"0668252","CA San Mateo city, California","CA",39760,1020,25.6539235412475,"Low availability"
"0668364","CA San Rafael city, California","CA",23250,1003,43.1397849462366,"Low availability"
"0668378","CA San Ramon city, California","CA",29680,354,11.9272237196765,"Moderate desert"
"0669000","CA Santa Ana city, California","CA",79691,3121,39.1637700618639,"Low availability"
"0669070","CA Santa Barbara city, California","CA",36618,2934,80.1245289202032,"Adequate supply"
"0669084","CA Santa Clara city, California","CA",48601,1066,21.933705067797,"Moderate desert"
"0669088","CA Santa Clarita city, California","CA",75281,610,8.10297419003467,"Severe desert"
"0669112","CA Santa Cruz city, California","CA",21669,1567,72.3152891227099,"Adequate supply"
"0669196","CA Santa Maria city, California","CA",29092,1950,67.0287364223842,"Adequate supply"
"0670000","CA Santa Monica city, California","CA",46457,1937,41.6944701551973,"Low availability"
"0670098","CA Santa Rosa city, California","CA",68234,2939,43.0723686138875,"Low availability"
"0670224","CA Santee city, California","CA",20944,679,32.4197860962567,"Low availability"
"0670280","CA Saratoga city, California","CA",10753,175,16.2745280386869,"Moderate desert"
"0670686","CA Seal Beach city, California","CA",12948,7,0.540624034599938,"Severe desert"
"0670742","CA Seaside city, California","CA",10323,445,43.107623752785,"Low availability"
"0672016","CA Simi Valley city, California","CA",44355,809,18.2392064028858,"Moderate desert"
"0673080","CA South Gate city, California","CA",24826,795,32.022879239507,"Low availability"
"0673220","CA South Pasadena city, California","CA",10413,9,0.864304235090752,"Severe desert"
"0673262","CA South San Francisco city, California","CA",21870,788,36.0310928212163,"Low availability"
"0673430","CA South Whittier CDP, California","CA",15100,194,12.8476821192053,"Moderate desert"
"0673962","CA Stanton city, California","CA",12419,822,66.1889040985587,"Adequate supply"
"0675000","CA Stockton city, California","CA",98295,5340,54.3262627804059,"Adequate supply"
"0677000","CA Sunnyvale city, California","CA",58791,1086,18.4722151349696,"Moderate desert"
"0678120","CA Temecula city, California","CA",35423,231,6.52118679953702,"Severe desert"
"0678148","CA Temple City city, California","CA",11453,87,7.59626298786344,"Severe desert"
"0678582","CA Thousand Oaks city, California","CA",46268,686,14.8266620558485,"Moderate desert"
"0680000","CA Torrance city, California","CA",55317,987,17.8426161939368,"Moderate desert"
"0680238","CA Tracy city, California","CA",27943,396,14.1717066886161,"Moderate desert"
"0680644","CA Tulare city, California","CA",20511,673,32.8116620350056,"Low availability"
"0680812","CA Turlock city, California","CA",25302,1128,44.5814560113825,"Low availability"
"0680854","CA Tustin city, California","CA",26698,905,33.897670237471,"Low availability"
"0681204","CA Union City city, California","CA",21202,734,34.6193755306103,"Low availability"
"0681344","CA Upland city, California","CA",27185,775,28.5083685856171,"Low availability"
"0681554","CA Vacaville city, California","CA",34401,1461,42.4696956483823,"Low availability"
"0681666","CA Vallejo city, California","CA",43921,3040,69.215181803693,"Adequate supply"
"0682590","CA Victorville city, California","CA",37480,1159,30.923159018143,"Low availability"
"0682852","CA Vineyard CDP, California","CA",12491,223,17.8528540549195,"Moderate desert"
"0682954","CA Visalia city, California","CA",46466,1417,30.495416003099,"Low availability"
"0682996","CA Vista city, California","CA",31321,547,17.4643210625459,"Moderate desert"
"0683346","CA Walnut Creek city, California","CA",32142,439,13.6581419948976,"Moderate desert"
"0683668","CA Watsonville city, California","CA",15267,2200,144.101657169057,"Adequate supply"
"0684200","CA West Covina city, California","CA",32586,975,29.9208248941263,"Low availability"
"0684410","CA West Hollywood city, California","CA",22479,920,40.9270875038925,"Low availability"
"0684550","CA Westminster city, California","CA",27865,2348,84.2634128835457,"Adequate supply"
"0684592","CA Westmont CDP, California","CA",10532,1804,171.287504747436,"Adequate supply"
"0684816","CA West Sacramento city, California","CA",19074,857,44.9302715738702,"Low availability"
"0685292","CA Whittier city, California","CA",27687,651,23.5128399609925,"Moderate desert"
"0685446","CA Wildomar city, California","CA",10622,101,9.50856712483525,"Severe desert"
"0686328","CA Woodland city, California","CA",21069,840,39.8690018510608,"Low availability"
"0686832","CA Yorba Linda city, California","CA",22876,169,7.38765518447281,"Severe desert"
"0686972","CA Yuba City city, California","CA",23692,648,27.3510045585008,"Low availability"
"0687042","CA Yucaipa city, California","CA",18006,250,13.8842608019549,"Moderate desert"
"0803455","CO Arvada city, Colorado","CO",49766,1337,26.8657316240003,"Low availability"
"0804000","CO Aurora city, Colorado","CO",143179,3518,24.5706423428017,"Moderate desert"
"0807850","CO Boulder city, Colorado","CO",43825,1559,35.5733029092983,"Low availability"
"0808675","CO Brighton city, Colorado","CO",13365,284,21.2495323606435,"Moderate desert"
"0809280","CO Broomfield city, Colorado","CO",30921,187,6.04766986837424,"Severe desert"
"0812415","CO Castle Rock town, Colorado","CO",26917,129,4.79251030946985,"Severe desert"
"0812815","CO Centennial city, Colorado","CO",41518,152,3.66106267161231,"Severe desert"
"0816000","CO Colorado Springs city, Colorado","CO",198070,3369,17.0091381834705,"Moderate desert"
"0816495","CO Commerce City city, Colorado","CO",21339,557,26.1024415389662,"Low availability"
"0819150","CO Dakota Ridge CDP, Colorado","CO",13062,58,4.44036135354463,"Severe desert"
"0820000","CO Denver city, Colorado","CO",329578,16003,48.5560322594348,"Low availability"
"0824785","CO Englewood city, Colorado","CO",16308,551,33.7870983566348,"Low availability"
"0824950","CO Erie town, Colorado","CO",11101,33,2.97270516169714,"Severe desert"
"0827425","CO Fort Collins city, Colorado","CO",70782,2830,39.9819163064056,"Low availability"
"0827865","CO Fountain city, Colorado","CO",10367,217,20.9318028359217,"Moderate desert"
"0831660","CO Grand Junction city, Colorado","CO",29037,1663,57.2717567241795,"Adequate supply"
"0832155","CO Greeley city, Colorado","CO",38901,1874,48.1735688028585,"Low availability"
"0836410","CO Highlands Ranch CDP, Colorado","CO",38076,23,0.604055047799139,"Severe desert"
"0840377","CO Ken Caryl CDP, Colorado","CO",13655,24,1.75759794946906,"Severe desert"
"0841835","CO Lafayette city, Colorado","CO",13056,375,28.7224264705882,"Low availability"
"0843000","CO Lakewood city, Colorado","CO",69296,2579,37.2171553913646,"Low availability"
"0845255","CO Littleton city, Colorado","CO",20300,562,27.6847290640394,"Low availability"
"0845970","CO Longmont city, Colorado","CO",41066,1670,40.6662445818926,"Low availability"
"0846465","CO Loveland city, Colorado","CO",34475,1096,31.7911530094271,"Low availability"
"0854330","CO Northglenn city, Colorado","CO",14718,288,19.5678760701182,"Moderate desert"
"0857630","CO Parker town, Colorado","CO",21553,66,3.06221871665197,"Severe desert"
"0862000","CO Pueblo city, Colorado","CO",46106,2865,62.1394178631848,"Adequate supply"
"0862220","CO Pueblo West CDP, Colorado","CO",12335,81,6.56668017835428,"Severe desert"
"0868847","CO Security-Widefield CDP, Colorado","CO",13439,97,7.21779894337376,"Severe desert"
"0877290","CO Thornton city, Colorado","CO",49579,929,18.7377720405817,"Moderate desert"
"0883835","CO Westminster city, Colorado","CO",47995,948,19.7520575059902,"Moderate desert"
"0884440","CO Wheat Ridge city, Colorado","CO",15041,794,52.7890432816967,"Adequate supply"
"0885485","CO Windsor town, Colorado","CO",14004,44,3.14195944015995,"Severe desert"
"0908000","CT Bridgeport city, Connecticut","CT",55498,5577,100.490107751631,"Adequate supply"
"0908420","CT Bristol city, Connecticut","CT",24737,1342,54.2507175486114,"Adequate supply"
"0918430","CT Danbury city, Connecticut","CT",32652,1407,43.0907754502021,"Low availability"
"0922700","CT East Hartford CDP, Connecticut","CT",20519,1760,85.7741605341391,"Adequate supply"
"0922980","CT East Haven CDP, Connecticut","CT",11282,505,44.7615670980323,"Low availability"
"0937000","CT Hartford city, Connecticut","CT",49023,9983,203.639108173714,"Adequate supply"
"0944690","CT Manchester CDP, Connecticut","CT",15628,1163,74.4177117993345,"Adequate supply"
"0946450","CT Meriden city, Connecticut","CT",24709,1947,78.797199401028,"Adequate supply"
"0947290","CT Middletown city, Connecticut","CT",20838,1965,94.2988770515405,"Adequate supply"
"0947515","CT Milford city (balance), Connecticut","CT",21289,358,16.8161961576401,"Moderate desert"
"0949880","CT Naugatuck borough, Connecticut","CT",12534,404,32.232328067656,"Low availability"
"0950370","CT New Britain city, Connecticut","CT",29309,2323,79.2589307038793,"Adequate supply"
"0952000","CT New Haven city, Connecticut","CT",53424,9704,181.641209943097,"Adequate supply"
"0952210","CT Newington CDP, Connecticut","CT",12754,197,15.4461345460248,"Moderate desert"
"0952280","CT New London city, Connecticut","CT",11569,939,81.1651828161466,"Adequate supply"
"0955990","CT Norwalk city, Connecticut","CT",35476,1997,56.2915774044424,"Adequate supply"
"0956200","CT Norwich city, Connecticut","CT",16840,1242,73.7529691211401,"Adequate supply"
"0968100","CT Shelton city, Connecticut","CT",15741,487,30.9383139571819,"Low availability"
"0973000","CT Stamford city, Connecticut","CT",54165,3227,59.5772177605465,"Adequate supply"
"0976500","CT Torrington city, Connecticut","CT",15167,748,49.3175974154414,"Low availability"
"0980000","CT Waterbury city, Connecticut","CT",45962,5842,127.104999782429,"Adequate supply"
"0982660","CT West Hartford CDP, Connecticut","CT",26276,1195,45.4787638910032,"Low availability"
"0982800","CT West Haven city, Connecticut","CT",20730,1762,84.9975880366618,"Adequate supply"
"0984970","CT Wethersfield CDP, Connecticut","CT",11333,594,52.4133062737139,"Adequate supply"
"1021200","DE Dover city, Delaware","DE",15462,1102,71.271504333204,"Adequate supply"
"1077580","DE Wilmington city, Delaware","DE",32062,4097,127.783669141039,"Adequate supply"
"1150000","DC Washington city, District of Columbia","DC",321556,26330,81.8830934580602,"Adequate supply"
"1200410","FL Alafaya CDP, Florida","FL",32056,266,8.29797853755927,"Severe desert"
"1200950","FL Altamonte Springs city, Florida","FL",20679,39,1.88597127520673,"Severe desert"
"1201675","FL Apollo Beach CDP, Florida","FL",10764,197,18.3017465626161,"Moderate desert"
"1201700","FL Apopka city, Florida","FL",18876,84,4.45009535918627,"Severe desert"
"1202681","FL Aventura city, Florida","FL",17618,28,1.58928368713815,"Severe desert"
"1204162","FL Bayonet Point CDP, Florida","FL",11415,140,12.2645641699518,"Moderate desert"
"1205462","FL Bellview CDP, Florida","FL",10049,174,17.3151557368892,"Moderate desert"
